5.0264,9.0491,4.8814,4.8584,5.5704,6.6998,2.79,5.0529,5.6319,5.2042,893.47
4.2817,4.0214,4.1202,5.6221,7.3796,5.8542,5.4757,5.153,5.2297,4.824,332.46
5.6049,5.7252,3.4508,5.1142,7.6457,4.5493,6.4762,5.4032,4.6579,6.061,68.609
5.8267,5.8887,5.8323,6.1162,5.1447,7.1638,8.8004,5.92,4.1613,4.6314,-365.02
5.9447,5.4879,5.3128,4.6091,4.952,5.9217,5.2039,2.8853,4.2277,6.0185,191.71
5.0418,6.2318,2.7867,4.8979,4.0988,2.5327,6.4765,5.3239,6.5626,6.8289,-399.42
5.3499,5.3431,7.7334,7.2915,3.9873,7.5939,3.0021,4.3993,3.7615,3.314,712.97
5.7503,7.0101,3.2827,6.3058,6.0246,6.917,5.1138,4.086,4.5766,6.5548,155.34
5.1563,4.93,3.4488,4.8808,6.6189,6.7968,5.5925,4.8202,5.6153,5.3923,143.47
6.6371,4.4311,3.1467,5.1637,3.7115,4.4903,4.3906,4.2225,5.4175,4.6399,23.305
5.7939,4.7471,3.4361,6.9162,4.8859,2.8375,3.0048,5.0888,6.2407,4.812,256.24
6.1477,5.8247,6.481,6.6132,5.7418,5.6849,2.6858,4.6008,4.0021,5.2283,890.02
5.4694,2.985,6.9169,7.9085,7.3877,4.695,4.6014,3.099,4.5618,3.0796,572.19
5.8038,5.9508,8.6511,3.8067,3.6586,5.5771,7.3568,5.7151,4.4466,5.4409,35.526
2.5961,5.757,4.4554,5.7301,2.7266,4.0601,5.7733,5.7952,6.2489,5.7294,-199.9
4.2852,5.5168,6.2603,3.9586,6.244,6.318,6.0862,2.5544,5.6009,4.8627,214.58
6.3862,5.7077,5.4543,5.848,5.4549,6.8048,4.0741,6.3345,7.2757,3.3602,631.65
6.6701,3.1347,3.4986,3.3172,7.3332,5.9408,4.9514,4.6359,5.5945,6.2951,284.25
5.3392,4.1558,5.1806,7.46,5.2419,3.4703,5.8631,6.2533,5.8316,6.3336,263.03
8.3658,6.5955,4.6184,6.3149,8.4153,3.9132,5.7516,5.6389,5.6231,6.6796,579.66
4.5542,5.9637,5.0312,8.1837,11.161,3.6765,6.3627,5.021,5.5669,5.8808,779.28
4.9191,7.4979,3.9323,1.6533,7.0218,4.706,4.6118,4.7409,5.7921,2.5419,452.05
7.3323,3.0549,7.0067,3.2124,7.14,5.518,4.3917,5.7035,7.1023,6.4883,862.31
2.7305,5.6903,5.3106,6.1696,8.0381,5.1583,4.9329,3.5983,6.7291,3.6343,544.21
5.9372,4.6569,5.3704,6.1464,3.1093,7.1339,5.2387,7.7904,5.284,1.6772,251.82
3.3678,5.0077,5.5193,6.291,5.1252,4.1035,8.3181,5.6174,5.1287,5.637,-271.13
3.7077,3.5911,4.7352,5.0424,4.0476,4.1827,5.4662,5.4098,7.9272,4.6121,23.666
6.1611,7.0967,7.8464,4.9242,6.8028,0.8928,6.4722,4.0368,4.059,4.6417,615.38
3.8109,4.9627,5.674,5.0277,6.2633,4.2369,4.746,5.253,3.4624,4.2677,578.19
2.219,6.0205,4.2458,5.3949,3.9705,3,4.346,5.1875,3.449,4.1347,176.87
4.4649,6.3655,3.277,5.7754,3.0085,7.0203,4.8285,6.3729,6.1389,5.3288,-33.419
4.0735,6.791,5.3265,5.9372,6.2034,6.3898,4.601,7.8375,5.973,3.6083,818.94
4.7338,4.7513,9.4492,4.1143,6.6921,4.0466,7.1252,4.5723,6.254,5.0922,683.39
5.9673,4.9129,3.4457,5.2224,5.0862,5.8324,5.9936,5.0619,2.9713,2.6868,21.42
4.8162,5.7496,5.3028,6.915,6.5575,1.483,4.2245,5.3385,1.6307,5.9162,684
7.0218,4.8738,3.1532,6.2887,5.8194,5.2172,4.9219,8.2546,5.5707,7.0547,312.61
4.3335,2.0546,3.8046,5.5084,3.2708,4.6368,2.6588,4.7319,4.9907,5.2983,155.23
8.2028,6.305,6.3859,4.1988,7.9294,6.5122,5.0692,6.6103,5.0328,8.7316,1218.2
5.845,7.3916,3.2388,4.9709,5.9452,5.3312,7.9785,4.8351,4.701,2.3812,-651.6
3.1128,3.0215,7.3772,6.7971,5.9322,5.6644,5.4011,5.4497,4.2125,7.2227,676.44
3.5264,3.6164,7.8449,6.0115,3.3524,6.6576,3.58,5.4437,2.8265,5.6889,512.91
4.7062,6.074,7.3029,6.5914,6.804,4.6384,6.0177,5.9181,5.5053,4.7026,809.89
6.6733,5.3663,6.0596,4.9586,4.6074,5.6854,8.6915,5.6761,5.375,5.5621,-378.31
5.7488,5.4668,5.9286,2.5835,4.1785,7.0927,5.1243,4.0833,5.1527,4.1337,244.26
4.3267,6.3508,6.9281,8.4833,4.1988,7.533,7.5924,5.8245,3.3724,6.3616,-52.652
6.8124,7.3127,6.5265,2.6336,2.584,7.0409,3.8964,6.0033,4.7895,5.4047,378.24
6.6246,1.7806,7.0217,8.2964,5.1823,8.4392,4.1657,4.7658,3.8219,6.5049,592.92
5.5624,4.7021,1.7539,4.4763,4.6637,5.4723,5.5796,4.9308,7.6475,3.4997,-239.41
3.6377,6.2128,6.2197,4.491,5.9729,5.5571,3.4377,3.6606,3.5139,4.1973,751.57
3.701,2.8907,6.556,4.7133,5.0418,5.6658,6.3726,6.2789,4.0957,3.4478,413.73
3.1363,5.2803,4.7999,6.9063,3.4125,6.7162,4.6322,4.1933,4.5333,5.4648,130.73
5.0968,7.0946,2.532,4.5447,2.9547,6.0249,2.8791,3.7839,3.0136,6.366,202.67
5.126,7.8914,3.9904,4.2648,6.0043,7.3327,4.6786,7.0309,5.2497,0.60612,548.25
2.5192,4.6973,3.5072,5.4833,4.1342,6.0919,6.1791,4.9397,4.7503,4.6534,-137.66
6.1098,3.0158,3.9893,5.8357,4.6595,4.9183,6.6516,6.4236,2.6615,4.7227,71.686
5.2156,4.1679,5.4696,4.1054,5.379,6.3254,2.0407,7.427,4.2797,5.8961,827.5
7.3996,5.1818,4.1483,5.9078,8.8717,6.1893,6.2549,2.0841,4.9796,6.2326,127.96
5.2823,4.426,6.2225,7.0324,6.049,3.1096,6.781,6.9314,8.0696,6.7981,380.69
2.8593,5.3463,4.2514,4.822,5.0841,4.3922,4.9215,3.8803,7.6958,3.6752,72.463
6.0898,4.9508,3.6613,6.0592,7.7,4.2299,6.214,9.0778,5.3573,7.9964,458.92
9.8982,6.9096,1.8729,4.5837,7.09,7.2624,4.9757,7.2209,4.1472,7.2742,166.27
3.3933,7.1183,5.2235,3.4153,5.4877,6.2859,6.6684,4.3286,7.1472,6.6259,-55.409
7.7315,4.3672,2.5147,4.2725,4.3527,4.6884,3.4985,7.2359,4.7571,6.0616,206.45
2.8142,6.7376,5.1613,5.8462,5.5334,4.4123,-0.065981,7.2361,3.9796,5.3773,1025.7
7.8206,3.4557,5.0088,4.6596,3.4389,3.6823,5.0763,7.5704,6.3606,4.2671,170.76
4.7526,2.5732,2.2734,4.8473,4.3419,6.191,5.7906,3.4988,5.2714,3.9816,-79.963
8.3339,6.291,5.3257,6.3179,6.4531,5.288,3.8076,2.4006,3.2585,7.8458,583.91
7.5653,3.6149,6.5759,7.3139,4.7486,6.8368,3.9335,6.622,4.6786,6.4344,687.73
2.8469,4.9894,4.7326,5.7575,4.874,4.0168,4.3078,6.5804,5.6084,3.6436,375.73
5.4039,4.7399,3.9631,2.8925,4.4641,3.5941,5.4736,3.8334,3.1265,4.9212,2.7435
6.1321,4.135,5.3573,4.3615,5.7598,9.052,7.0198,7.5934,6.4298,3.1123,374.57
5.3328,3.3987,2.0461,5.179,5.0582,6.5956,8.2784,3.1184,3.2007,6.7114,-419.75
3.7085,1.4575,3.0959,3.7373,4.9724,5.0889,7.0207,5.3737,4.4099,4.2094,40.6
6.5167,5.8773,4.8034,6.0646,4.6897,5.0001,3.4734,7.356,5.0855,5.5762,573.42
6.8083,3.5812,3.1365,5.371,5.1803,4.639,7.9663,4.5663,5.0842,5.6544,-317.54
6.198,4.1866,5.2331,6.682,7.8566,3.6811,3.921,4.331,4.614,6.4262,672.51
3.0188,4.7168,4.0915,4.7919,3.8503,4.256,2.1081,4.5348,7.1318,7.3146,288.24
7.4528,3.9303,3.1808,3.1418,4.7288,3.9844,3.7827,6.8024,6.7469,2.9807,225.36
3.1508,5.4309,4.7653,6.9723,7.3803,4.2621,5.0655,7.7016,7.2592,5.1567,654.32
5.1797,6.1842,5.745,7.7284,6.961,6.5013,7.2335,5.0318,6.5705,7.3546,213.93
3.3209,2.5181,7.6604,6.0914,4.3061,5.9757,5.1947,5.9241,4.7679,4.259,477.15
4.5026,4.9802,7.1598,7.9829,4.4995,7.7618,3.2962,3.18,7.2111,0.52977,531.79
5.569,3.9948,5.3611,6.5543,5.8731,5.3738,5.0899,6.8776,3.2961,4.5166,559.4
4.8824,6.4293,5.9463,6.1623,3.9618,6.0672,4.9928,4.1726,4.4342,5.345,241.13
4.943,5.2004,4.8602,1.7031,5.7401,4.8718,4.2228,6.8413,5.6326,2.5713,589.6
5.1336,8.3417,3.4602,4.755,1.9209,6.0162,5.3712,5.16,4.5572,6.8866,-267.76
4.1797,3.1529,2.6731,7.2684,3.9795,5.6249,7.2909,3.0179,4.4937,6.3861,-282.15
4.5575,3.7364,6.4504,3.397,3.1373,5.3095,5.1072,8.8776,5.0832,6.7275,379.94
4.9836,8.2845,4.078,4.8693,4.5879,6.2679,5.6465,6.2083,8.0443,5.1504,-32.675
5.9206,7.2362,7.4139,5.6092,5.5506,7.7968,4.8391,5.297,5.0708,5.7638,895.68
4.8554,6.3476,5.1714,4.9379,5.9213,5.0434,5.8954,3.5907,2.0981,3.5549,203.03
5.0183,1.6745,6.2803,5.7688,4.2902,7.4131,5.7186,4.7984,7.5912,2.8481,258.7
4.4471,5.1151,3.9025,4.5296,5.7366,3.9827,2.3293,7.1568,2.6785,4.3835,624.39
3.2265,5.482,6.2853,8.0458,6.0205,4.4295,5.1233,5.3218,2.4422,3.8128,622.14
6.0096,1.3493,4.5906,5.7561,5.0809,3.3903,4.583,2.2342,4.7755,5.4019,106.04
3.8392,7.4571,5.8262,4.2887,4.9656,2.8534,5.7366,3.4445,6.1435,7.5403,116.1
4.2324,4.1727,8.1474,6.8643,4.7831,2.0032,5.8684,5.6204,5.6028,7.0619,496
6.9792,3.8987,4.8608,6.1551,5.8059,5.2643,8.5808,4.3478,3.8568,4.3571,-227.95
3.4896,3.4018,5.3653,4.8894,4.7579,3.9878,7.6095,4.7222,2.4004,4.3605,-52.429
7.6096,6.9628,5.5492,5.4146,6.358,6.5695,4.3244,4.6589,2.982,4.9037,754.19
2.7303,6.0476,6.2449,3.4505,1.9939,3.6204,3.5742,4.0348,5.0041,7.3434,152.4
5.6853,5.468,2.6452,5.6826,3.894,4.7812,4.9191,3.6762,3.3055,3.9384,-65.046
3.9625,4.4754,5.0432,6.6493,5.2651,3.7627,4.1426,3.338,5.3023,7.1567,295.96
6.9402,6.48,6.4882,5.5859,2.4178,2.6565,2.9837,4.3347,6.9069,5.9844,275
5.028,5.6956,4.1803,5.9647,4.6921,6.7915,5.5497,5.5634,5.8373,6.12,107.85
4.2631,5.9396,5.6547,6.0753,6.0811,8.4197,6.0814,3.7803,6.0457,5.4837,266.98
6.6989,4.1403,6.1361,7.5481,5.4574,7.6264,4.5354,4.7187,6.8729,4.7064,496.21
4.6503,5.5944,5.758,5.468,4.7766,3.5834,4.0833,2.6999,9.4052,3.6036,194.72
2.1594,5.5378,5.423,6.9165,1.9394,4.4195,4.7213,6.0028,5.1956,5.3588,-31.481
5.5024,4.3143,2.9469,6.0405,4.3257,4.2526,6.0143,8.0091,7.0875,5.4663,-106.37
5.2051,4.5118,5.6109,5.6131,7.9474,3.6703,4.9185,4.3267,6.7327,7.3114,611.42
5.2706,4.6545,4.7041,5.9132,3.6795,6.8681,8.4105,3.7801,4.7914,4.8647,-524.52
4.4389,2.2438,3.1534,2.3162,4.4352,8.9397,4.5246,6.0866,6.4342,5.7975,207.07
7.1985,2.0256,5.5792,4.2935,6.546,4.2051,6.4634,5.9998,3.6708,5.1461,460.45
6.8375,6.3505,6.4892,6.1454,5.2592,5.8032,5.6495,7.4928,7.142,6.3291,598.71
3.4762,6.2639,2.9454,5.6524,4.6984,5.6746,7.8707,8.7423,6.8023,4.1188,-598.04
5.7702,6.7432,4.6858,4.7226,5.1046,7.7664,3.604,4.6556,5.6103,6.5236,550.38
3.1517,1.4509,3.8683,6.6324,3.5974,3.278,6.1899,5.6698,5.7989,3.5573,31.921
4.4421,7.3303,4.5594,3.4996,4.9095,5.2252,6.8885,4.4517,5.8425,5.6975,-283.63
5.7573,3.7783,4.7286,3.1681,5.2497,5.1953,3.8039,7.6568,6.7193,3.7754,503.07
5.2189,5.9655,6.7156,3.6759,5.4349,6.1376,4.9991,5.4763,8.5003,5.0194,547.53
3.4187,5.3131,4.6554,3.6197,3.0428,4.8916,4.8112,3.5416,5.7515,6.0704,-12.883
4.7517,4.1695,5.7002,5.701,4.2282,5.4714,4.4265,2.4007,6.7714,7.6036,156.67
7.3004,6.9302,4.4818,5.5108,6.3672,3.2437,8.5731,5.1335,5.6343,3.6005,-586.68
5.0576,5.3354,2.9506,4.773,6.4603,4.616,5.4317,2.7836,5.5184,2.4946,-34.856
3.6019,3.2743,6.2522,4.7158,4.9471,5.5029,6.8417,3.8673,5.3245,6.9862,108.84
