42.532,34.576,39.49,33.776,39.371,39.125,35.808,33.844,4
-11.344,-11.326,-11.567,-8.1018,-12.429,-11.143,-12.297,-7.7583,5
-10.681,-12.062,-13.385,-13.335,-13.531,-11.481,-17.301,-11.998,5
13.344,8.6275,7.6597,8.8103,10.255,9.1335,5.6773,11.553,6
42.252,28.06,27.743,33.087,24.985,38.794,27.169,40.695,4
38.693,36.363,46.342,37.361,46.144,40.199,31.801,32.991,4
12.196,8.3229,14.834,12.051,15.126,9.8675,11.724,13.053,6
4.3017,4.5521,5.6914,7.0658,6.7282,9.5671,5.6304,6.3614,1
12.009,12.401,13.189,10.868,10.291,7.9311,13.991,9.5,6
39.438,40.728,39.032,41.415,37.536,41.295,32.714,38.365,4
-5.4143,-4.4378,-7.0387,-6.1137,-4.8016,-5.7189,-4.5067,-5.4909,3
-7.4782,-1.9142,-8.6828,-8.6594,-6.97,-6.1916,-8.1544,-5.8311,5
17.151,23.712,18.765,19.639,22.839,20.948,17.094,16.31,2
22.682,19.845,18.763,21.647,12.103,18.343,21.732,29.928,2
13.163,12.938,13.103,17.709,7.8575,17.56,15.205,11.625,6
-8.9355,-5.566,-12.086,-4.6894,-6.871,-5.8453,-13.267,-7.9192,5
-5.9252,-7.4206,-4.7574,-6.1414,-3.852,-6.7023,-4.6088,-5.8213,3
9.9056,5.6341,4.8991,5.8167,8.151,8.0086,3.7186,6.5884,1
-7.9855,-9.9405,-16.1,-15.966,-10.661,-12.528,-12.577,-9.3315,5
-19.037,-21.115,-20.13,-20.66,-20.946,-20.22,-22.016,-18.646,7
-12.825,-7.1641,-8.6956,-5.4145,-10.233,-8.3135,-5.6758,-5.1018,5
35.508,37.643,39.536,29.902,29.653,28.139,41.835,28.701,4
20.726,17.518,19.401,25.029,19.684,20.156,14.038,18.489,2
16.701,21.329,14.756,20.254,16.751,11.716,16.988,18.351,2
-6.0795,-5.5698,-6.0237,-5.5309,-5.9096,-4.7961,-6.6022,-6.8764,3
-19.253,-24.283,-24.921,-21.523,-23.947,-25.514,-25.728,-27.688,7
-28.787,-25.402,-14.883,-25.154,-23.119,-15.663,-15.209,-22.8,7
13.614,3.1915,8.8696,12.082,15.988,12.811,12.645,15.101,6
11.208,9.7705,6.2328,11.594,7.379,9.8058,13.992,9.895,6
8.6266,9.6445,11.461,11.162,9.9865,9.2374,11.985,8.3046,6
5.5558,7.3052,6.7449,3.8062,6.7898,7.1088,6.5591,10.15,1
-4.4736,-5.5872,-5.3043,-4.5814,-4.8807,-6.3075,-4.7779,-5.5853,3
14.882,12.142,12.929,12.216,15.663,12.903,15.851,12.338,6
38.792,35.913,42.546,33.051,34.678,30.257,41.489,34.981,4
13.218,13.296,6.4105,14.251,11.097,12.411,14.696,10.322,6
37.853,26.467,36.348,35.952,42.549,39.282,41.038,46.467,4
27.738,37.235,37.444,23.99,38.003,32.941,38.26,27.379,4
26.952,29.54,22.591,28.255,35.219,35.101,26.071,33.372,4
-5.5112,-5.6777,-6.8337,-4.6993,-6.9858,-5.1455,-5.3378,-5.9175,3
-21.888,-18.244,-23.229,-19.376,-16.456,-19.913,-21.784,-21.12,7
5.1213,6.4218,5.6164,5.0827,5.9096,6.0095,5.1422,8.7768,1
-10.99,-7.8089,-9.202,-11.185,-11.297,-3.874,-10.508,-3.4993,5
-11.344,-5.8871,-7.3065,-3.4796,-5.855,-9.8682,-13.008,-9.1545,5
-10.476,-10.346,-10.978,-11.049,-7.8436,-11.767,-15.722,-8.4011,5
8.6144,7.0494,11.018,10.878,20.667,7.843,9.6078,8.4798,6
-0.10951,-6.7039,-3.7467,-1.8355,0.14914,-3.4968,-1.5777,-2.9023,3
19.389,18.184,20.833,21.568,21.906,17.866,20.36,19.19,2
3.0772,8.409,6.5309,5.0799,5.7227,9.2906,2.242,7.7423,1
7.828,9.8664,8.9106,9.0839,13.361,11.054,9.0665,9.0847,6
22.284,19.628,15.692,21.282,14.73,9.2662,17.203,21.596,2
6.2005,8.1244,7.4396,2.5976,9.2929,2.9085,3.8764,3.6463,1
-9.918,-9.8045,-6.5303,-5.9018,-10.887,-12.381,-4.8853,-12.673,5
-12.993,-11.04,-9.5927,-8.807,-5.384,-12.742,-12.536,-11.496,5
-9.2563,-10.861,-7.294,-11.507,-7.6085,-8.7733,-13.541,-13.305,5
-5.1379,-4.8065,-5.3412,-5.7196,-5.4553,-5.9145,-6.4481,-6.028,3
16.197,20.96,18.475,12.721,24.563,17.025,20.749,13.843,2
9.5302,5.872,7.4966,4.1945,3.334,6.5786,5.1751,5.2294,1
41.188,37.276,37.921,41.665,36.473,42.383,39.344,42.55,4
4.7363,7.0968,5.3268,9.3039,4.9438,10.033,6.8979,5.2123,1
-8.8002,-12.391,-9.266,-14.71,-11.406,-10.061,-13.284,-4.1357,5
5.1628,7.9968,7.9358,8.1051,4.9391,5.1809,5.3525,6.7665,1
-23.69,-16.342,-19.048,-17.029,-14.932,-29.4,-24.39,-24.009,7
-9.7756,-8.506,-8.108,-5.24,-3.9943,-9.0132,-8.3002,-7.9668,5
18.246,13.366,21.383,15.098,21.784,15.489,15.007,21.229,2
-15.02,-11.861,-8.3789,-8.9851,-13.269,-5.9232,-12.304,-10.214,5
-6.5559,-6.0865,-6.7062,-8.1015,-3.5916,-8.7778,-3.9783,-2.4462,3
18.863,15.04,10.98,13.682,15.238,12.018,11.144,20.651,2
-11.666,-12.776,-8.8297,-9.6115,-11.795,-13.411,-10.772,-9.4592,5
4.1641,11.787,5.3262,6.5676,8.4052,3.0927,5.4366,7.6654,1
23.208,9.7625,15.293,17.818,24.234,16.185,16.543,19.232,2
9.3578,7.1297,8.1674,6.9456,6.7732,3.0179,5.8461,9.8884,1
-10.285,-9.5166,-6.5126,-8.755,-8.1221,-12.403,-9.5239,-10.345,5
7.0379,10.42,8.8562,5.2606,6.7451,8.6537,8.5342,5.4898,1
12.029,11.864,8.4019,11.618,9.6299,13.703,15.252,10.928,6
-6.2784,-7.283,-2.7454,-3.2725,-0.90043,2.0372,-4.716,2.0868,3
9.6494,24.076,16.538,19.99,16.498,24.323,12.053,17.054,2
15.757,10.876,14.739,11.785,12.028,11.094,12.859,11.711,6
7.3591,9.7531,11.103,12.132,11.362,8.9923,9.7012,9.4113,6
17.961,17.792,5.9258,16.888,14.894,11.738,6.9674,11.006,6
12.108,11.451,9.3914,10.74,8.8415,8.3068,10.16,9.2794,6
18.882,17.73,17.447,14.835,13.99,15.983,17.304,18.78,2
4.6266,3.5016,6.4282,7.133,7.281,6.1311,6.6119,5.9014,1
11.367,8.7753,11.846,9.5128,10.42,8.1227,10.525,8.0282,6
7.9317,4.5253,6.6657,8.7491,9.5328,4.0883,7.9811,6.0127,1
29.209,33.327,27.229,32.483,29.572,27.932,31.409,36.208,4
-7.3994,-8.2948,-8.8483,-10.2,-8.609,-4.7012,-8.4439,-6.1934,3
-8.6468,-10.725,-7.2142,-14.076,-12.212,-8.3739,-9.068,-6.3301,5
4.7413,8.1927,5.344,1.7463,8.0688,4.9799,6.9765,7.0463,1
4.5805,8.2931,6.7755,10.31,6.9896,3.8428,8.4117,5.789,1
17.33,17.582,17.106,18.602,19.166,15.155,18.551,17.811,2
44.679,40.573,38.111,32.92,39.954,38.485,42.768,37.945,4
33.314,29.166,33.454,23.824,31.493,28.489,30.672,31.021,4
17.581,15.945,14.627,12.152,17.342,9.6782,17.394,14.819,2
20.968,18.751,19.639,14.555,13.866,26.752,13.991,26.461,2
-21.705,-22.764,-16.262,-17.653,-20.714,-21.388,-19.673,-23.38,7
11.986,14.992,4.851,16.845,11.779,14.662,14.169,16.335,6
7.0213,7.101,4.0982,4.8456,5.1723,5.3096,9.2325,6.196,1
4.0542,1.8483,5.347,5.4825,8.9714,7.8635,5.6829,8.9056,1
-18.575,-22.277,-25.385,-19.373,-24.118,-19.325,-22.148,-12.244,7
-12.569,-11.796,-11.908,-3.25,-9.9685,-14.883,-14.601,-11.543,5
16.963,10.114,10.117,18.141,11.09,10.238,18.141,13.445,6
-11.049,-5.6863,-2.2277,-11.82,-3.7324,-6.6635,-3.856,-10.892,5
-6.9342,-4.8074,-5.3766,-6.0888,-4.9954,-4.9961,-5.6532,-6.0086,3
-1.941,-3.2285,-5.0176,0.92757,-3.134,0.12114,-2.8189,-0.39563,3
10.521,9.7698,6.2318,11.143,8.5309,9.3366,9.789,8.1014,6
8.0453,6.4228,6.764,8.4541,6.4763,9.1752,5.4457,5.3225,1
25.918,20.526,20.234,22.288,15.38,19.205,19.997,20.794,2
28.103,39.122,40.839,37.77,30.976,36.51,31.848,34.593,4
-14.022,-8.7634,-8.7188,-10.979,-8.7872,-9.9933,-5.8981,-17.367,5
14.397,16.379,19.999,19.815,18.245,13.816,12.212,18.289,2
-11.823,-13.171,-8.8923,-8.3158,-11.81,-15.076,-11.746,-5.9913,5
-6.0268,-4.6815,-4.9532,-4.6878,-5.0205,-5.5979,-6.8018,-5.7328,3
-9.1252,-6.5401,-13.335,-9.806,-5.8326,-9.5838,-8.5916,-8.3553,5
31.338,39.342,37.038,36.919,34.066,38.631,29.331,39.386,4
-8.8047,-7.033,-7.8551,-3.0128,-4.6508,-5.7601,-2.3058,-10.074,5
30.995,36.931,31.15,32.232,33.098,31.995,31.734,38.379,4
35.609,28.56,28.573,33.079,27.427,31.033,30.904,34.595,4
11.631,17.076,10.476,12.798,15.625,17.698,11.631,11.379,6
38.736,53.652,40.555,33.51,26.54,35.261,33.975,33.599,4
22.144,21.421,19.796,17.419,21.029,14.957,19.253,21.752,2
13.733,10.799,6.7622,18.257,8.0702,17.841,8.4975,14.086,6
-4.708,-5.3679,-4.3804,-1.6362,-0.59651,0.94511,-3.624,-2.7569,3
-11.676,-10.702,-10.978,-6.6495,-10.448,-10.907,-9.906,-9.3172,5
-19.65,-22.485,-21.398,-20.951,-20.101,-22.363,-21.929,-19.53,7
32.784,33.819,34.622,36.474,34.529,32.686,34.841,35.699,4
37.602,38.306,36.305,39.853,38.367,33.916,35.216,46.052,4
15.851,17.275,17.181,19.926,21.008,19.198,19.381,19.413,2
8.879,4.5684,8.5025,6.0103,7.3611,3.0133,8.3078,6.6461,1
-7.8471,-7.6596,-4.7118,-12.67,-15.057,-5.1015,-5.2359,-9.8087,5
9.9891,11.151,9.1639,10.784,8.2116,10.053,10.392,11.507,6
39.286,36.877,34.887,35.003,46.87,34.945,36.919,46.22,4
35.419,36.449,37.733,37.034,39.562,38.067,37.122,34.137,4
29.785,38.833,35.418,41.627,40.028,36.785,39.405,34.161,4
-5.3983,-9.5414,-11.286,-13.749,-9.502,-1.7634,-5.3675,-10.683,5
-20.837,-23.218,-19.67,-19.912,-14.335,-27.359,-16.199,-17.501,7
-22.948,-19.906,-19.48,-18.476,-19.396,-20.583,-16.69,-25.271,7
-14.79,-14.284,-7.8653,-14.772,-12.795,-11.438,-13.833,-13.366,5
-8.4555,-3.8804,-3.4527,-2.1197,-4.591,0.40196,0.19,-1.0891,3
14.452,11.292,15.084,11.921,17.904,10.43,2.6335,12.593,6
19.541,21.081,20.501,23.215,19.616,18.878,15.114,19.849,2
7.7022,8.5371,5.6235,4.9033,2.9963,7.5379,5.5467,5.7464,1
28.369,35.351,42.029,38.6,30.824,43.289,36.313,42.461,4
-25.713,-24.979,-16.42,-16.426,-18.479,-18.357,-20.334,-26.65,7
-4.7752,-11.042,-5.7492,-7.964,-13.947,-8.4043,-12.667,-9.5971,5
5.8379,5.3531,9.0795,5.0595,2.918,5.7962,5.9476,6.2269,1
10.984,10.791,10.34,11.682,6.412,10.751,17.268,16.719,6
34.907,38.529,44.368,38.365,34.173,36.579,44.047,41.535,4
-5.2586,-5.5156,-5.1321,-5.8961,-5.6745,-5.0014,-5.0442,-4.8458,3
4.958,8.5965,7.7687,6.2007,6.206,4.1391,7.2804,6.6938,1
